Student_ID,Semester,Previous_Exam_Marks,Internal_Test_Marks,Assignment_Score,Quiz_Score,Attendance_Percentage,Class_Participation,Average,Improvement,Predicted_Category,Next_Year_Category
S0382,6,97.1,75.3,86.8,79,86.4,75.1,83.28,-21.8,Fast Learner,Fast Learner
S0383,1,70.2,85.1,95.4,86.6,88.2,70.9,82.73,14.9,Fast Learner,Fast Learner
S0383,2,59.5,69.1,52,72.5,61.7,48.5,60.55,9.6,Average Learner,Fast Learner
S0383,3,63,66.9,65.9,58.6,66,73,65.57,3.9,Average Learner,Average Learner
S0383,4,44.6,27.5,47.8,42.8,31.3,34.2,38.03,-17.1,Slow Learner,Slow Learner
S0383,5,28.7,31.2,35.6,44.2,39.6,34.3,35.6,2.5,Slow Learner,Slow Learner
S0383,6,26,27.1,41,49.5,45.3,24.1,35.5,1.1,Slow Learner,Slow Learner
S0384,1,26.3,32.6,35.6,31.2,50,38,35.62,6.3,Slow Learner,Average Learner
S0384,2,64.4,63.6,61.1,50.3,62.1,56.7,59.7,-0.8,Average Learner,Average Learner
S0384,3,31.1,25.4,50.2,32.2,50.3,48,39.53,-5.7,Slow Learner,Slow Learner
S0384,4,30.9,37.2,28.2,48,47.9,41,38.87,6.3,Slow Learner,Average Learner
S0384,5,20.9,46,24.8,40.7,32.8,47.1,35.38,25.1,Slow Learner,Average Learner
S0384,6,36,20.8,44.4,28.8,48.3,37.3,35.93,-15.2,Slow Learner,Slow Learner
S0385,1,33.4,28.3,45.2,49.2,29.8,44.8,38.45,-5.1,Slow Learner,Slow Learner
S0385,2,50.6,27.5,51.2,29.2,31.4,30.6,36.75,-23.1,Slow Learner,Slow Learner
S0385,3,30.5,31.3,20.9,35.1,48.9,27,32.28,0.8,Slow Learner,Slow Learner
S0385,4,32.1,27.9,35.1,50,46.9,33.6,37.6,-4.2,Slow Learner,Slow Learner
S0385,5,52.3,59.9,51,60.2,47.8,62,55.53,7.6,Average Learner,Average Learner
S0385,6,56.8,50.4,52.2,72.3,51.7,54,56.23,-6.4,Average Learner,Average Learner
S0386,1,59.4,54.9,58.9,66.2,58.1,52.7,58.37,-4.5,Average Learner,Average Learner
S0386,2,68.2,59.5,54.9,60,59.7,56.5,59.8,-8.7,Average Learner,Average Learner
S0386,3,60.5,50.2,52.5,55.7,61.4,57.6,56.32,-10.3,Average Learner,Average Learner
S0386,4,63.9,55.7,66.2,70.3,56,66.4,63.08,-8.2,Average Learner,Average Learner
S0386,5,48.9,58.1,64.7,65.8,73.3,67.2,63,9.2,Average Learner,Fast Learner
S0386,6,65.4,61.6,68.4,50.3,70.5,57.5,62.28,-3.8,Average Learner,Average Learner
S0387,1,80.1,98.1,71.9,86.4,72.6,83.3,82.07,18,Fast Learner,Fast Learner
S0387,2,99.8,71.4,80.3,92.4,74.1,93,85.17,-28.4,Fast Learner,Fast Learner
S0387,3,97.5,84.5,81.7,79.5,88.5,77.5,84.87,-13,Fast Learner,Fast Learner
S0387,4,84.3,97.6,90.8,87.5,71.5,82.8,85.75,13.3,Fast Learner,Fast Learner
S0387,5,89.7,98.3,74.6,70.7,91.6,82.9,84.63,8.6,Fast Learner,Fast Learner
S0387,6,97.7,100,93.8,100,76,94.2,93.62,2.3,Fast Learner,Fast Learner
S0388,1,43.9,36,41.5,25.9,41.4,20.3,34.83,-7.9,Slow Learner,Slow Learner
S0388,2,58.8,72.3,58.9,58.5,56.5,54.5,59.92,13.5,Average Learner,Fast Learner
S0388,3,71.3,57.8,53.9,52.4,71.5,62.5,61.57,-13.5,Average Learner,Average Learner
S0388,4,62,62.5,60.2,65.1,71.1,66.4,64.55,0.5,Average Learner,Average Learner
S0388,5,65.6,69.5,62.9,69.5,57.8,51.2,62.75,3.9,Average Learner,Average Learner
S0388,6,63.4,63.8,66.4,64.2,55.7,55.9,61.57,0.4,Average Learner,Average Learner
S0389,1,86.9,74.4,90.7,74.3,82,79.3,81.27,-12.5,Fast Learner,Fast Learner
S0389,2,94.1,73.8,92,70,83.8,87.4,83.52,-20.3,Fast Learner,Fast Learner
S0389,3,84.1,81,87.3,94.9,83.1,70.5,83.48,-3.1,Fast Learner,Fast Learner
S0389,4,92.5,91.2,78,80.8,89,82.3,85.63,-1.3,Fast Learner,Fast Learner
S0389,5,85.8,92.3,80.3,88.3,81.7,84.7,85.52,6.5,Fast Learner,Fast Learner
S0389,6,70.6,48.7,58.9,50.5,70.7,53.5,58.82,-21.9,Average Learner,Average Learner
S0390,1,23.4,35.5,47.2,43.4,43.1,31.7,37.38,12.1,Slow Learner,Average Learner
S0390,2,33.9,24,34.4,24.4,25.4,19.2,26.88,-9.9,Slow Learner,Slow Learner
S0390,3,51.8,32.2,44.3,36.6,35.1,26.6,37.77,-19.6,Slow Learner,Slow Learner
S0390,4,43,35.2,26.5,45.1,33.9,38.9,37.1,-7.8,Slow Learner,Slow Learner
S0390,5,46.7,32.1,47.4,34.7,45.1,48.2,42.37,-14.6,Slow Learner,Slow Learner
S0390,6,28.5,32.6,23.1,31,27.7,27.9,28.47,4.1,Slow Learner,Slow Learner
S0391,1,43.4,20.4,50,34.2,36.7,51.6,39.38,-23,Slow Learner,Slow Learner
S0391,2,49.7,51.6,49.5,44.1,30.8,30.4,42.68,1.9,Slow Learner,Slow Learner
S0391,3,49.4,36.1,41,40.9,38.7,25.2,38.55,-13.3,Slow Learner,Slow Learner
S0391,4,27.8,31.1,43.6,46.2,35.2,43.1,37.83,3.3,Slow Learner,Slow Learner
S0391,5,29.5,45,32.3,33.3,43.1,34.4,36.27,15.5,Slow Learner,Average Learner
S0391,6,48.6,32.2,44.1,23.6,43.4,48.1,40,-16.4,Slow Learner,Slow Learner
S0392,1,43.3,30.4,21.8,26.7,33.1,43.7,33.17,-12.9,Slow Learner,Slow Learner
S0392,2,44.6,53.8,42.9,37.1,36.3,18.4,38.85,9.2,Slow Learner,Average Learner
S0392,3,43.7,33.2,26.1,42.6,52.1,38.5,39.37,-10.5,Slow Learner,Slow Learner
S0392,4,31.6,39.4,33,52.4,30.6,36.4,37.23,7.8,Slow Learner,Average Learner
S0392,5,44.2,30.8,39.9,26.9,42.1,42.1,37.67,-13.4,Slow Learner,Slow Learner
S0392,6,52.4,67.4,49.7,54.9,59.5,58,56.98,15,Average Learner,Fast Learner
S0393,1,97.4,91.3,90.3,91.8,89.8,92.8,92.23,-6.1,Fast Learner,Fast Learner
S0393,2,74,82.3,94.3,92.5,85.5,71.1,83.28,8.3,Fast Learner,Fast Learner
S0393,3,91.2,84,89.2,86.1,96.9,84.5,88.65,-7.2,Fast Learner,Fast Learner
S0393,4,69.4,60.2,46.8,56.1,54.7,58.7,57.65,-9.2,Average Learner,Average Learner
S0393,5,63,69.6,66.5,47.3,48.6,67.8,60.47,6.6,Average Learner,Average Learner
S0393,6,68.2,64,52.2,66.3,63.3,60.6,62.43,-4.2,Average Learner,Average Learner
S0394,1,59,49,68,57.1,49.7,59,56.97,-10,Average Learner,Average Learner
S0394,2,66.4,61.8,56.7,72.5,57,60.7,62.52,-4.6,Average Learner,Average Learner
S0394,3,67.3,67.9,69,68.1,63.5,47.3,63.85,0.6,Average Learner,Average Learner
S0394,4,80.2,79,76.4,96.4,89.3,79.4,83.45,-1.2,Fast Learner,Fast Learner
S0394,5,78.1,97.2,79.6,83.2,82.3,77,82.9,19.1,Fast Learner,Fast Learner
S0394,6,76.9,71.6,79.4,83,70.4,71.5,75.47,-5.3,Fast Learner,Fast Learner
S0395,1,79.8,72.2,91.1,81.6,79.8,73.8,79.72,-7.6,Fast Learner,Fast Learner
S0395,2,75.1,100,93.3,70.2,89.1,77.9,84.27,24.9,Fast Learner,Fast Learner
S0395,3,66.4,68.9,54.8,47.2,64,71.9,62.2,2.5,Average Learner,Average Learner
S0395,4,57.5,68.5,60,59.6,68.8,50.8,60.87,11,Average Learner,Fast Learner
S0395,5,65.4,52.9,66.8,56.5,53,56.8,58.57,-12.5,Average Learner,Average Learner
S0395,6,55.4,67.9,53,62.9,53.1,59.6,58.65,12.5,Average Learner,Fast Learner
S0396,1,52.1,52.3,48.7,60.3,63.7,59,56.02,0.2,Average Learner,Average Learner
S0396,2,59,64.6,48.2,65.2,61.7,53.1,58.63,5.6,Average Learner,Average Learner
S0396,3,69.9,63.9,57,72.9,53.3,52.5,61.58,-6,Average Learner,Average Learner
S0396,4,70,71.8,63.6,56.7,64.1,52,63.03,1.8,Average Learner,Average Learner
S0396,5,56.7,70.1,56.9,68.9,63.7,68.5,64.13,13.4,Average Learner,Fast Learner
S0396,6,33.8,30.5,36.1,42.6,24.6,22.8,31.73,-3.3,Slow Learner,Slow Learner
S0397,1,59,71.1,53.3,62.1,64.8,67.8,63.02,12.1,Average Learner,Fast Learner
S0397,2,63.9,56.8,56.2,67.6,71.6,64.2,63.38,-7.1,Average Learner,Average Learner
S0397,3,86.7,89.2,78.3,84.1,81.7,92.8,85.47,2.5,Fast Learner,Fast Learner
S0397,4,98.1,81.4,76,75.2,98.1,89.2,86.33,-16.7,Fast Learner,Fast Learner
S0397,5,95.1,90.4,77.6,89.5,86.3,85.7,87.43,-4.7,Fast Learner,Fast Learner
S0397,6,69.7,74.8,74.4,74.2,94.4,77.5,77.5,5.1,Fast Learner,Fast Learner
S0398,1,44.9,49.7,22.1,29.7,40.9,30.1,36.23,4.8,Slow Learner,Slow Learner
S0398,2,21.4,42.2,50.4,53.2,48.9,22.8,39.82,20.8,Slow Learner,Average Learner
S0398,3,41.2,49.2,36.7,46.8,50.1,38.8,43.8,8,Slow Learner,Average Learner
S0398,4,52.4,29.3,46.5,22.6,38.2,40.4,38.23,-23.1,Slow Learner,Slow Learner
S0398,5,39.9,47.3,49.6,35.6,24.7,47.7,40.8,7.4,Slow Learner,Average Learner
S0398,6,65.8,68.7,47.7,68.1,49.3,63.7,60.55,2.9,Average Learner,Average Learner
S0399,1,92.6,72.2,85.7,73.7,78.8,77.8,80.13,-20.4,Fast Learner,Fast Learner
S0399,2,75.6,91.9,94,87.1,75.4,77.2,83.53,16.3,Fast Learner,Fast Learner
S0399,3,68.6,67.7,67.3,54.6,68,71.2,66.23,-0.9,Average Learner,Average Learner
S0399,4,58.6,48.2,66.4,53.5,51.3,62.3,56.72,-10.4,Average Learner,Average Learner
S0399,5,65.1,70.6,65.5,67.2,62.5,65.8,66.12,5.5,Average Learner,Average Learner
S0399,6,82,71.4,83.3,75.8,87.9,84.9,80.88,-10.6,Fast Learner,Fast Learner
S0400,1,82.1,88.5,70.7,76.5,79.8,70.7,78.05,6.4,Fast Learner,Fast Learner
S0400,2,87.1,76.8,85.1,98,95.4,69.7,85.35,-10.3,Fast Learner,Fast Learner
S0400,3,87,70.3,86.1,83.6,88.3,100,85.88,-16.7,Fast Learner,Fast Learner
S0400,4,78.9,69.8,83.7,91,97.5,76.1,82.83,-9.1,Fast Learner,Fast Learner
S0400,5,98.7,81.9,89.7,74.7,98.5,76,86.58,-16.8,Fast Learner,Fast Learner
S0400,6,84.6,75.6,80.2,89.6,68.6,80.8,79.9,-9,Fast Learner,Fast Learner
S0401,1,57,65.5,52.3,60.8,70,61.3,61.15,8.5,Average Learner,Fast Learner
S0401,2,61.5,52.6,53.8,66.7,48.5,49.9,55.5,-8.9,Average Learner,Average Learner
S0401,3,72.2,57,52.8,53.7,63.6,55.3,59.1,-15.2,Average Learner,Average Learner
S0401,4,66.1,68.9,58.8,70.7,68.5,56.9,64.98,2.8,Average Learner,Average Learner
S0401,5,60.9,72.6,52.7,66.5,60.8,53.3,61.13,11.7,Average Learner,Fast Learner
S0401,6,66,64.5,49.6,60,62.5,50.1,58.78,-1.5,Average Learner,Average Learner
S0402,1,71.7,86.1,80.1,96.8,86.8,92.8,85.72,14.4,Fast Learner,Fast Learner
S0402,2,85.9,91.8,84.8,81.5,81.9,97.3,87.2,5.9,Fast Learner,Fast Learner
S0402,3,72.5,73.8,79.2,74.8,99,97.4,82.78,1.3,Fast Learner,Fast Learner
S0402,4,65.7,48.5,56,62.6,59.8,66.9,59.92,-17.2,Average Learner,Average Learner
S0402,5,49,46.7,58.8,69.2,48.9,69.3,56.98,-2.3,Average Learner,Average Learner
S0402,6,74.2,86.4,92.8,88.8,97.4,91.6,88.53,12.2,Fast Learner,Fast Learner
S0403,1,69.4,53.2,66.7,49.2,54.8,63,59.38,-16.2,Average Learner,Average Learner
S0403,2,46.2,56.3,53.8,73.5,63.1,60,58.82,10.1,Average Learner,Fast Learner
S0403,3,53.5,54.7,60.5,71.6,66.8,60.5,61.27,1.2,Average Learner,Average Learner
S0403,4,57.1,71.4,63.3,55.7,54.2,52,58.95,14.3,Average Learner,Fast Learner
S0403,5,50.6,66.1,66.1,57.7,62.7,64.8,61.33,15.5,Average Learner,Fast Learner
S0403,6,68.8,57.5,63.7,60.8,58.4,54.3,60.58,-11.3,Average Learner,Average Learner
S0404,1,55.4,63,62.8,54.6,58.7,53.1,57.93,7.6,Average Learner,Average Learner
S0404,2,58.4,56.1,62,71.1,51.4,47.3,57.72,-2.3,Average Learner,Average Learner
S0404,3,57,64.9,49.7,65.1,61.6,55.1,58.9,7.9,Average Learner,Average Learner
S0404,4,69.2,65.4,67.1,58,67.7,59.4,64.47,-3.8,Average Learner,Average Learner
S0404,5,65.8,47.8,58,65.4,68.3,50.8,59.35,-18,Average Learner,Average Learner
S0404,6,72.1,46.6,62.4,67.2,64.3,62.8,62.57,-25.5,Average Learner,Average Learner
S0405,1,81,92.4,88,86.6,88.1,92,88.02,11.4,Fast Learner,Fast Learner
S0405,2,58.2,69.6,59.9,67.1,67.5,49.3,61.93,11.4,Average Learner,Fast Learner
S0405,3,37,50,44.9,29.9,24,39.3,37.52,13,Slow Learner,Average Learner
S0405,4,44.6,51.8,39.5,41.8,28.7,20.8,37.87,7.2,Slow Learner,Average Learner
S0405,5,37.5,31.1,48.2,36.1,44.2,38.7,39.3,-6.4,Slow Learner,Slow Learner
S0405,6,28.1,50.3,20.4,39.6,37.4,38.7,35.75,22.2,Slow Learner,Average Learner
S0406,1,57.5,55,55.6,53,57.9,52.9,55.32,-2.5,Average Learner,Average Learner
S0406,2,53,69,48.6,69.5,66.8,63.4,61.72,16,Average Learner,Fast Learner
S0406,3,48.3,56.5,55.3,60.5,73.9,60,59.08,8.2,Average Learner,Fast Learner
S0406,4,70.8,68.8,63.5,49.6,64.9,58.2,62.63,-2,Average Learner,Average Learner
S0406,5,51.9,65.5,66.8,71.2,66.7,52.5,62.43,13.6,Average Learner,Fast Learner
S0406,6,27.4,42.9,45.3,27,43.8,50.8,39.53,15.5,Slow Learner,Average Learner
S0407,1,41.4,25.4,27.7,44.2,25.4,33.3,32.9,-16,Slow Learner,Slow Learner
S0407,2,39.4,50,48.8,27.7,32,47,40.82,10.6,Slow Learner,Average Learner
S0407,3,66.8,51.8,64.5,55.1,50.8,57,57.67,-15,Average Learner,Average Learner
S0407,4,53.9,56.1,63.3,71.3,54.6,65.7,60.82,2.2,Average Learner,Average Learner
S0407,5,63.6,68.5,61.5,70.2,50.5,65.7,63.33,4.9,Average Learner,Average Learner
S0407,6,70.8,52.5,59.3,65.9,66.2,72.2,64.48,-18.3,Average Learner,Average Learner
S0408,1,72,93.6,98.5,83.3,74.8,84.9,84.52,21.6,Fast Learner,Fast Learner
S0408,2,79,88.9,73.3,83.6,94.8,94,85.6,9.9,Fast Learner,Fast Learner
S0408,3,87,79.2,98.1,73.1,76.9,74.8,81.52,-7.8,Fast Learner,Fast Learner
S0408,4,76.4,97.8,71.7,90.5,77.4,92.6,84.4,21.4,Fast Learner,Fast Learner
S0408,5,84.3,72.5,93,72.5,86.8,88.2,82.88,-11.8,Fast Learner,Fast Learner
S0408,6,83.1,88.6,83.5,72.2,75.6,81.7,80.78,5.5,Fast Learner,Fast Learner
S0409,1,48.2,52.6,61,53.2,66.4,55.5,56.15,4.4,Average Learner,Average Learner
S0409,2,46.8,56.1,52.2,54.8,49.4,63.4,53.78,9.3,Average Learner,Fast Learner
S0409,3,50.3,51.1,73.3,68.4,56,62.7,60.3,0.8,Average Learner,Average Learner
S0409,4,48.1,56.1,61.5,50.7,62.3,52.3,55.17,8,Average Learner,Average Learner
S0409,5,50.9,56.7,59.8,55,53.9,66.2,57.08,5.8,Average Learner,Average Learner
S0409,6,90.4,93.9,78.9,85.6,98,69.8,86.1,3.5,Fast Learner,Fast Learner
S0410,1,54.7,63.8,67.7,67,66.8,50.1,61.68,9.1,Average Learner,Fast Learner
S0410,2,55.3,48.1,58.5,58.2,62.2,56.8,56.52,-7.2,Average Learner,Average Learner
S0410,3,28.7,27.4,22.7,32.2,45.6,24.5,30.18,-1.3,Slow Learner,Slow Learner
S0410,4,45.3,22.6,22.5,49.8,45.4,33.5,36.52,-22.7,Slow Learner,Slow Learner
S0410,5,40.3,34.5,28.4,35.1,47,26.5,35.3,-5.8,Slow Learner,Slow Learner
S0410,6,20.8,47,40.6,19.8,27.8,31.3,31.22,26.2,Slow Learner,Average Learner
S0411,1,89.4,88.2,78.4,75.4,72.2,87.6,81.87,-1.2,Fast Learner,Fast Learner
S0411,2,84.9,99.9,85.1,92.3,74.3,76.7,85.53,15,Fast Learner,Fast Learner
S0411,3,73.2,82.5,94.1,90.4,81,80.1,83.55,9.3,Fast Learner,Fast Learner
S0411,4,75.6,92.1,77.7,88,72.1,81.4,81.15,16.5,Fast Learner,Fast Learner
S0411,5,74.1,89,91.2,75.3,92.7,88.8,85.18,14.9,Fast Learner,Fast Learner
S0411,6,87.1,91,72.4,93.2,82.7,96.3,87.12,3.9,Fast Learner,Fast Learner
S0412,1,64.5,62.9,63.3,65.7,51.3,61.2,61.48,-1.6,Average Learner,Average Learner
S0412,2,54.1,57.6,61.2,54.3,55.4,64.8,57.9,3.5,Average Learner,Average Learner
S0412,3,99.9,84.7,84.9,96.3,75.7,97.3,89.8,-15.2,Fast Learner,Fast Learner
S0412,4,78.8,99.5,90.7,98.6,82.9,89.1,89.93,20.7,Fast Learner,Fast Learner
S0412,5,53.3,72.8,62.8,67.3,59.3,68.2,63.95,19.5,Average Learner,Fast Learner
S0412,6,46.4,70.1,70.5,56.4,48.3,61.7,58.9,23.7,Average Learner,Fast Learner
S0413,1,39.8,37.9,27.5,40.7,48.3,28.9,37.18,-1.9,Slow Learner,Slow Learner
S0413,2,66.2,49.7,56.4,58.3,64,54.8,58.23,-16.5,Average Learner,Average Learner
S0413,3,67.7,64.9,54.4,64.6,49,55.9,59.42,-2.8,Average Learner,Average Learner
S0413,4,49.9,61.3,69.5,63.9,65.9,69.5,63.33,11.4,Average Learner,Fast Learner
S0413,5,38.1,45.8,26.2,36,43.3,20.1,34.92,7.7,Slow Learner,Average Learner
S0413,6,42.3,38.8,32.2,33.5,43.6,36.6,37.83,-3.5,Slow Learner,Slow Learner
S0414,1,53.7,58.2,54.8,64.8,60.9,67.7,60.02,4.5,Average Learner,Average Learner
S0414,2,53,49.7,67.3,69.7,60.7,52.1,58.75,-3.3,Average Learner,Average Learner
S0414,3,58.6,62.9,67,60.4,72,52,62.15,4.3,Average Learner,Average Learner
S0414,4,86.8,97.7,85.3,82.1,79,75.4,84.38,10.9,Fast Learner,Fast Learner
S0414,5,95.9,97.2,100,78.9,94.4,76.5,90.48,1.3,Fast Learner,Fast Learner
S0414,6,84.2,94,98.5,91.7,68.3,75.9,85.43,9.8,Fast Learner,Fast Learner
S0415,1,93.9,81.1,82.3,79.5,83.2,88.3,84.72,-12.8,Fast Learner,Fast Learner
S0415,2,95.8,98.2,82.1,75.1,96.7,90.4,89.72,2.4,Fast Learner,Fast Learner
S0415,3,72.9,96.8,88.8,81.3,70.4,89.1,83.22,23.9,Fast Learner,Fast Learner
S0415,4,74.7,85.1,96.2,78,95.4,70.8,83.37,10.4,Fast Learner,Fast Learner
S0415,5,93.9,90.1,97.7,92.9,89.5,92.8,92.82,-3.8,Fast Learner,Fast Learner
S0415,6,77.1,92.1,79.4,100,98,88.1,89.12,15,Fast Learner,Fast Learner
S0416,1,36.2,48.3,21.4,26.8,42.2,46.4,36.88,12.1,Slow Learner,Average Learner
S0416,2,67.8,53.3,57.3,69.9,72.5,64.7,64.25,-14.5,Average Learner,Average Learner
S0416,3,64.9,60.3,50.3,53.7,71.8,57.9,59.82,-4.6,Average Learner,Average Learner
S0416,4,73.9,48.9,67.9,55.2,55.3,55,59.37,-25,Average Learner,Average Learner
S0416,5,63.5,62.7,67.8,58.4,53.3,65.2,61.82,-0.8,Average Learner,Average Learner
S0416,6,58.2,53.5,49.2,55.9,58.9,55.7,55.23,-4.7,Average Learner,Average Learner
S0417,1,96.7,84.1,75.9,72.8,98.3,92.3,86.68,-12.6,Fast Learner,Fast Learner
S0417,2,76.7,95.5,77.3,86.2,92.9,82.2,85.13,18.8,Fast Learner,Fast Learner
S0417,3,71.4,58.1,54.8,63.3,63,59.7,61.72,-13.3,Average Learner,Average Learner
S0417,4,71.1,92.7,91.6,79.4,76,85.5,82.72,21.6,Fast Learner,Fast Learner
S0417,5,86.4,100,99.6,78,81,92.2,89.53,13.6,Fast Learner,Fast Learner
S0417,6,71.9,48.3,61.7,59.8,56.7,66.4,60.8,-23.6,Average Learner,Average Learner
S0418,1,88.7,90.5,89.1,92.9,98.3,95.8,92.55,1.8,Fast Learner,Fast Learner
S0418,2,77,79.5,89.9,97.2,92.4,86.4,87.07,2.5,Fast Learner,Fast Learner
S0418,3,70.5,71.2,72.9,97.4,75.6,72.9,76.75,0.7,Fast Learner,Fast Learner
S0418,4,58.8,66,55.4,64.8,66.2,47.6,59.8,7.2,Average Learner,Average Learner
S0418,5,69.5,60.8,50.7,62.5,50.3,69.7,60.58,-8.7,Average Learner,Average Learner
S0418,6,64.8,55.8,60.2,71.6,59.2,54.1,60.95,-9,Average Learner,Average Learner
S0419,1,75.6,86.4,89.1,84.7,73.5,92,83.55,10.8,Fast Learner,Fast Learner
S0419,2,90,75.4,74.1,77.2,72.1,93.5,80.38,-14.6,Fast Learner,Fast Learner
S0419,3,71.6,99.8,81.6,73.6,88,74,81.43,28.2,Fast Learner,Fast Learner
S0419,4,90.2,78.7,84.4,95.4,92.9,91,88.77,-11.5,Fast Learner,Fast Learner
S0419,5,81.7,72.8,88.8,93,71.5,87.1,82.48,-8.9,Fast Learner,Fast Learner
S0419,6,55.4,72.2,61.1,49.9,49.7,60.2,58.08,16.8,Average Learner,Fast Learner
S0420,1,44.5,48.6,27.7,45.4,26.4,28,36.77,4.1,Slow Learner,Slow Learner
S0420,2,21.1,28.5,33.4,35,30.2,37.3,30.92,7.4,Slow Learner,Average Learner
S0420,3,46.4,26.4,26.4,20.5,36.3,29.9,30.98,-20,Slow Learner,Slow Learner
S0420,4,32.6,39.2,34.7,38.8,37.4,27.9,35.1,6.6,Slow Learner,Average Learner
S0420,5,31.2,46.6,44.1,46.3,50.2,37.2,42.6,15.4,Slow Learner,Average Learner
S0420,6,63.2,52.8,67.8,57.4,66.8,69.1,62.85,-10.4,Average Learner,Average Learner
S0421,1,73.2,85,94.6,99.9,75.9,76.2,84.13,11.8,Fast Learner,Fast Learner
S0421,2,83.2,96.1,94.1,91.9,73.2,72.6,85.18,12.9,Fast Learner,Fast Learner
S0421,3,86.4,94.1,81.6,71.9,84,88.2,84.37,7.7,Fast Learner,Fast Learner
S0421,4,88.5,77,78.5,95.9,93.1,98.7,88.62,-11.5,Fast Learner,Fast Learner
S0421,5,64.6,48.9,64.1,53.8,51.5,65.8,58.12,-15.7,Average Learner,Average Learner
S0421,6,61.2,70.4,56.5,48.5,54.3,60,58.48,9.2,Average Learner,Fast Learner
S0422,1,79.4,81,84.8,90.2,87.5,98,86.82,1.6,Fast Learner,Fast Learner
S0422,2,97.5,68.4,98.1,93,74.2,75.8,84.5,-29.1,Fast Learner,Fast Learner
S0422,3,53.1,49.3,53.6,72.3,65.1,59.6,58.83,-3.8,Average Learner,Average Learner
S0422,4,45.8,71.5,53.5,52.2,66.2,49.5,56.45,25.7,Average Learner,Fast Learner
S0422,5,97.9,70.8,82.2,96.7,75,98.2,86.8,-27.1,Fast Learner,Fast Learner
S0422,6,83.6,70.3,96,85.7,92.7,95.7,87.33,-13.3,Fast Learner,Fast Learner
S0423,1,20.9,36.8,23.1,50.9,48.6,40.8,36.85,15.9,Slow Learner,Average Learner
S0423,2,32.5,34,35.7,26.1,36.7,32.6,32.93,1.5,Slow Learner,Slow Learner
S0423,3,66.9,52.4,61.3,69.3,58.2,54.1,60.37,-14.5,Average Learner,Average Learner
S0423,4,50.9,56.5,51.9,49.8,58.3,48.4,52.63,5.6,Average Learner,Average Learner
S0423,5,65.2,70.5,67.1,51.9,51.8,67.3,62.3,5.3,Average Learner,Average Learner
S0423,6,64,56.9,71.3,55.1,62.4,55,60.78,-7.1,Average Learner,Average Learner
S0424,1,83.2,94.4,79.5,83.3,84.8,95.9,86.85,11.2,Fast Learner,Fast Learner
S0424,2,72.9,97.1,96.8,94.5,83.8,94.5,89.93,24.2,Fast Learner,Fast Learner
S0424,3,73.5,88.2,90.7,74,86.5,73.6,81.08,14.7,Fast Learner,Fast Learner
S0424,4,90.5,100,93.9,85.2,81.3,92.1,90.5,9.5,Fast Learner,Fast Learner
S0424,5,75.5,76.8,71.1,71.2,78.9,96,78.25,1.3,Fast Learner,Fast Learner
S0424,6,77.2,73.9,86.1,89.4,78.3,93.3,83.03,-3.3,Fast Learner,Fast Learner
S0425,1,21.7,44,21.7,28.1,46.9,50.4,35.47,22.3,Slow Learner,Average Learner
S0425,2,51.8,39.5,31.6,43.6,30.8,29.3,37.77,-12.3,Slow Learner,Slow Learner
S0425,3,49.5,32.7,43.4,47.9,46.6,35,42.52,-16.8,Slow Learner,Slow Learner
S0425,4,37.3,45.5,20.9,27.8,32.5,40.6,34.1,8.2,Slow Learner,Average Learner
S0425,5,23.7,29.5,35.1,50.8,30.9,37.9,34.65,5.8,Slow Learner,Average Learner
S0425,6,31.8,34.2,33.3,41.3,44.6,46.9,38.68,2.4,Slow Learner,Slow Learner
S0426,1,25.9,24,35.5,25.1,38.5,40.7,31.62,-1.9,Slow Learner,Slow Learner
S0426,2,20.2,19.7,24.3,25.6,50.1,33,28.82,-0.5,Slow Learner,Slow Learner
S0426,3,53.1,59.3,58.9,58.1,66.3,48.7,57.4,6.2,Average Learner,Average Learner
S0426,4,50.2,50.1,56,55.5,55.9,55.2,53.82,-0.1,Average Learner,Average Learner
S0426,5,85.6,83,96.8,95,86.1,69.4,85.98,-2.6,Fast Learner,Fast Learner
S0426,6,72.7,81.7,95.6,86.1,84.4,91.7,85.37,9,Fast Learner,Fast Learner
S0427,1,70.4,49.1,62.8,57.1,60,60.7,60.02,-21.3,Average Learner,Average Learner
S0427,2,60.5,60.9,55.5,50.1,65.4,46.9,56.55,0.4,Average Learner,Average Learner
S0427,3,56.6,68.3,57,68.2,47.4,64.2,60.28,11.7,Average Learner,Fast Learner
S0427,4,66.2,73.9,48.3,72.9,46.6,67.8,62.62,7.7,Average Learner,Average Learner
S0427,5,59.1,66.1,47.9,72,62.4,67.1,62.43,7,Average Learner,Average Learner
S0427,6,64,55.8,57.7,57.3,48.8,65.1,58.12,-8.2,Average Learner,Average Learner
S0428,1,58.6,54.1,48,50.7,64.9,64.4,56.78,-4.5,Average Learner,Average Learner
S0428,2,60.3,57.4,66.3,67.5,70.2,53.1,62.47,-2.9,Average Learner,Average Learner
S0428,3,48.2,64.8,64.9,71.3,51.3,65.4,60.98,16.6,Average Learner,Fast Learner
S0428,4,66.3,59.7,56,56.6,47.9,53,56.58,-6.6,Average Learner,Average Learner
S0428,5,92.4,82.9,100,92.3,85.3,92.6,90.92,-9.5,Fast Learner,Fast Learner
S0428,6,79.3,72.6,97,91.6,90,88.9,86.57,-6.7,Fast Learner,Fast Learner
